object_name,package_name,url_browser,description,id_package,id_dataset,url_download
whse_admin_boundaries.ebc_prov_electoral_dist_svw,current-provincial-electoral-districts-of-british-columbia,https://catalogue.data.gov.bc.ca/dataset/050ec630-47dd-476b-b773-28b2f8d8bc98,"A geographic area defined in the Electoral Districts Act that is represented in the Legislative Assembly by a single MLA. Electoral districts are also known as constituencies or ridings. (Constitution Act, s. 18; Electoral Districts Act, s. 1-4)

This dataset contains the electoral districts that are currently in-effect.",050ec630-47dd-476b-b773-28b2f8d8bc98,503adff0-f7ba-4e93-aa9f-f32ae619dc6a,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.EBC_PROV_ELECTORAL_DIST_SVW/ows?service=WMS&request=GetCapabilities
whse_basemapping.trim_transportation_lines,trim-transportation-lines,https://catalogue.data.gov.bc.ca/dataset/2818da1b-5652-44b8-a420-0fb7ff84fe3d,"Transportation features such as airfields, ferry route, roads, retaining walls, bridges, rail lines, tunnels, pipelines, transmission lines, etc (see https://www2.gov.bc.ca/gov/content/data/geographic-data-services/topographic-data/terrain for full list). The TRIM program produces digital maps, which is a collection of coverages to conform with the BC Geographic System layout. TRIM mapping consists of 7,027 mapsheets covering the province of British Columbia at a scale of 1:20 000.",2818da1b-5652-44b8-a420-0fb7ff84fe3d,37692730-a945-4964-8524-bc3c7e175416,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.TRIM_TRANSPORTATION_LINES/ows?service=WMS&request=GetCapabilities
whse_imagery_and_base_maps.gsr_frph_early_childcare_svw,early-childhood-care-francophone,https://catalogue.data.gov.bc.ca/dataset/6e791935-5d14-4521-94f4-f1380fc7ebd8,"This dataset is comprised of child care services in British DEPRECATED Columbia offering services in French.  It includes group child care, family child care, preschool and Strong Start programs. The source data is managed and compiled by the Fédération des parents francophones de la Colombie-Britannique.",6e791935-5d14-4521-94f4-f1380fc7ebd8,268579ca-1ed8-49d1-bdc5-d1c2c7194310,https://openmaps.gov.bc.ca/geo/pub/WHSE_IMAGERY_AND_BASE_MAPS.GSR_FRPH_EARLY_CHILDCARE_SVW/ows?service=WMS&request=GetCapabilities
whse_imagery_and_base_maps.gsr_frph_hlth_professional_svw,health-professionals-francophone,https://catalogue.data.gov.bc.ca/dataset/150bf3dd-f0c4-4a1a-bc01-a35fb8d03f3b,DEPRECATED This dataset is comprised of French-speaking health professionals that offer services to French-speaking people in British Columbia. The source data is managed and compiled by RéseauSanté Colombie-Britannique.,150bf3dd-f0c4-4a1a-bc01-a35fb8d03f3b,d9899e72-100e-45d3-99de-11229dd4afbe,https://openmaps.gov.bc.ca/geo/pub/WHSE_IMAGERY_AND_BASE_MAPS.GSR_FRPH_HLTH_PROFESSIONAL_SVW/ows?service=WMS&request=GetCapabilities
whse_imagery_and_base_maps.gsr_frph_service_directory_svw,service-directory-francophone,https://catalogue.data.gov.bc.ca/dataset/868e4bea-7795-44c4-b1c0-2fa88687cd15,DEPRECATED This dataset is comprised of organizations and services in British Columbia offering services in French. The source data is managed and compiled by the Fédération des francophones de la Colombie-Britannique.,868e4bea-7795-44c4-b1c0-2fa88687cd15,62944254-e08f-445c-8859-2067388d7328,https://openmaps.gov.bc.ca/geo/pub/WHSE_IMAGERY_AND_BASE_MAPS.GSR_FRPH_SERVICE_DIRECTORY_SVW/ows?service=WMS&request=GetCapabilities
whse_imagery_and_base_maps.gsr_frph_tourism_svw,tourism-sites-francophone,https://catalogue.data.gov.bc.ca/dataset/ce584955-08a0-4d8d-9eb4-08b045cd2ff0,"DEPRECATED This dataset is comprised of tourism related businesses in British Columbia offering services in French. The source data is managed and compiled by the Société de développement économique Colombie-Britannique.

The types of services include tourist accommodations, restaurants, pubs and bars, retail stores, sightseeing and tour operators.",ce584955-08a0-4d8d-9eb4-08b045cd2ff0,57622f0c-308b-4416-9a43-b7a9a542a3ba,https://openmaps.gov.bc.ca/geo/pub/WHSE_IMAGERY_AND_BASE_MAPS.GSR_FRPH_TOURISM_SVW/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_population_age_sv,census-age-characteristic-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/a4e34a63-0718-4728-939c-657e08f64b96,Age characteristics by sex and age groups (100% data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.,a4e34a63-0718-4728-939c-657e08f64b96,8f2f5932-df29-473d-bd31-50ce6b54353f,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_POPULATION_AGE_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_immigration_sv,immigrant-population-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/4d52b397-4ef6-441f-aa32-e157bcef3df0,"Immigrant population by status, age at immigration, period of immigration,  place of birth, generation, and application status (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.",4d52b397-4ef6-441f-aa32-e157bcef3df0,1ed9f6c4-315a-43fa-a44c-0bfb340a2455,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_IMMIGRATION_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_education_level_sv,education-level-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/3dc5d7e0-c5eb-45d8-b90e-625ac1797876,"Highest certificate, diploma or degree achieved in private households, by age (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.",3dc5d7e0-c5eb-45d8-b90e-625ac1797876,3a964ff2-e2a5-496f-bb7d-a8dd0d637554,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_EDUCATION_LEVEL_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_household_income_sv,income-statistics-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/0cb88de8-e2b7-47ca-b1c3-0f16baca03e6,Income statistics in 2015 for private households by household size (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.,0cb88de8-e2b7-47ca-b1c3-0f16baca03e6,ecb1de9e-7c7d-4ccb-a652-3a52dcba70ee,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_HOUSEHOLD_INCOME_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_labour_status_sv,labour-force-profiles-15-years-or-older-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/f462cbb8-3199-4ba1-99d8-5afade76eb7f,"Labour force status by persons aged 15 and over by sex, labour force status, work activity, and class of worker (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.",f462cbb8-3199-4ba1-99d8-5afade76eb7f,219d0221-db9a-487f-a82c-7bca75d94c81,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_LABOUR_STATUS_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_shelter_spending_sv,owner-and-tenant-shelter-cost-to-income-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/6f6dc499-9272-40c3-85fe-039d33d2a43e,Owner and tenant household in private dwellings by shelter-cost-to-income ratio (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.,6f6dc499-9272-40c3-85fe-039d33d2a43e,4ec8ee6f-e505-47d6-b953-5bfcda692ea0,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_SHELTER_SPENDING_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_income_sv,income-statistics-profiles-over-age-of-15-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/00b341b8-d0c9-4e1c-b26e-3577c5c9a9d9,Income statistics in 2015 for persons aged 15 and over private households by sex and age (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.,00b341b8-d0c9-4e1c-b26e-3577c5c9a9d9,b7214770-a475-4e33-a07e-220de7328983,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_INCOME_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_indigenous_pop_sv,indigenous-population-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/43eda864-c576-48b0-a98e-b58e6b1a0a9a,"Indigenous population in private households, by aboriginal identities, sex, and ancestries (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.",43eda864-c576-48b0-a98e-b58e6b1a0a9a,df9dede0-24b8-45fd-b1d0-e4dd1124a265,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_INDIGENOUS_POP_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_marital_status_ph_sv,census-marital-status-profiles-by-sex-and-relationship-type-for-chsa-2016-census,https://catalogue.data.gov.bc.ca/dataset/aff204d2-8c65-4ac4-b232-d73932eeb120,Marital status for persons aged 15 and over in private households by sex and relationship type (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.,aff204d2-8c65-4ac4-b232-d73932eeb120,db546b4c-d272-4b47-918e-bfec8e4a72a1,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_MARITAL_STATUS_PH_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_family_size_sv,census-families-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/ab766257-8aac-4825-a046-0c2e2a911c40,"Census families in [private households](https://www12.statcan.gc.ca/census-recensement/2016/ref/dict/households-menage014-eng.cfm) by family size, marital status, number of parents, and number of children. This data comes from the 2016 Canadian Census short form (100% coverage). Summaries are provided for each Ministry of Health [Community Health Service Area](https://catalogue.data.gov.bc.ca/dataset/68f2f577-28a7-46b4-bca9-7e9770f2f357)  (CHSA).",ab766257-8aac-4825-a046-0c2e2a911c40,b514b6a4-d713-4d5e-9db9-4ea556dfde91,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_FAMILY_SIZE_SV/ows?service=WMS&request=GetCapabilities
whse_basemapping.dbm_bc_7h_mil_population_point,7-5m-major-cities-the-atlas-of-canada-base-maps-of-bc,https://catalogue.data.gov.bc.ca/dataset/9b1733a1-d11d-4b2b-bb1c-0b7c2fe3d2eb,Selection of populated places in Canada.,9b1733a1-d11d-4b2b-bb1c-0b7c2fe3d2eb,9531b8ce-49bb-493f-9030-2b30f2783591,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.DBM_BC_7H_MIL_POPULATION_POINT/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.bcha_cmnty_health_serv_area_sp,community-health-service-areas-chsa,https://catalogue.data.gov.bc.ca/dataset/68f2f577-28a7-46b4-bca9-7e9770f2f357,"Community Health Service Area (CHSA) boundaries; 2022 boundary configuration. 

The CHSAs are a mutually exclusive and exhaustive classification of the land area in BC. CHSAs are contiguous (land area is geographically adjacent) and fit within the existing geographical hierarchy (cannot violate higher-level geography boundaries such as the Local Health Area). 
",68f2f577-28a7-46b4-bca9-7e9770f2f357,59065b51-511a-4976-b77f-034168365273,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.BCHA_CMNTY_HEALTH_SERV_AREA_SP/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.bcha_health_serv_del_area_sp,health-service-delivery-area-boundaries,https://catalogue.data.gov.bc.ca/dataset/71c930b9-563a-46da-a10f-ead49ccbc390,"Health Service Delivery Area (HSDA) boundaries. 2022 boundary configuration. Sixteen areas covering the province used to provide program delivery and services.

The HSDAs are a mutually exclusive and exhaustive classification of the land area in BC. HSDAs are contiguous (land area is geographically adjacent) and fit within a geographical hierarchy structure, e.g., cannot violate higher-level geography boundaries Health Authorities (HA). ",71c930b9-563a-46da-a10f-ead49ccbc390,c5dad467-229b-4378-852b-ff92479a65b6,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.BCHA_HEALTH_SERV_DEL_AREA_SP/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.bcha_local_health_area_sp,local-health-area-boundaries,https://catalogue.data.gov.bc.ca/dataset/afd021d9-7722-4410-b506-d394c66e74fc,"Local Health Area (LHA) are administrative boundaries for the Ministry of Health; 2022 boundary configuration.

The LHAs are a mutually exclusive and exhaustive classification of the land area in BC. LHAs are contiguous (land area is geographically adjacent) and fit within an existing geographical hierarchy structure, e.g., cannot violate higher-level geography boundaries such as the Health Service Delivery Areas (HSDA) and Health Authorities (HA).",afd021d9-7722-4410-b506-d394c66e74fc,d6e951d3-5103-475a-8bb6-b4d275e6343f,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.BCHA_LOCAL_HEALTH_AREA_SP/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.bcha_health_authority_bndry_sp,health-authority-boundaries,https://catalogue.data.gov.bc.ca/dataset/7bc6018f-bb4f-4e5d-845e-c529e3d1ac3b,"Health Authority (HA) boundaries. 2022 boundary configuration

The HAs are a mutually exclusive and exhaustive classification of the land area in BC. HAs are contiguous (land area is geographically adjacent) and fit within an existing geographical hierarchy, e.g., cannot violate lower-level geography boundaries such as the Health Service Delivery Areas (HSDA) and Local Health Area (LHA).",7bc6018f-bb4f-4e5d-845e-c529e3d1ac3b,93b79a3c-2da4-4fd4-b953-2f5c690db430,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.BCHA_HEALTH_AUTHORITY_BNDRY_SP/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_marital_status_sv,census-marital-status-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/c3763fd0-dea8-420f-9ceb-2cbd11f048c8,Marital status for persons aged 15 and over by sex and relationship type (100% data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.,c3763fd0-dea8-420f-9ceb-2cbd11f048c8,32df0a0c-6762-48fc-a8a6-c552f0e32de3,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_MARITAL_STATUS_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bcha_chsa_population_age_ph_sv,census-age-profiles-for-community-health-service-areas-2016-census,https://catalogue.data.gov.bc.ca/dataset/da8d93a5-a6b0-4f07-80e5-1a1ec3776595,Age characteristics in private households by sex and age groups (25% sample data). 2016 Census profile data at the Community Health Service Areas (CHSA) level.,da8d93a5-a6b0-4f07-80e5-1a1ec3776595,281665a5-7e12-4d26-a737-1798eb3088c6,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BCHA_CHSA_POPULATION_AGE_PH_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_census_tracts_svw,current-census-tracts,https://catalogue.data.gov.bc.ca/dataset/539aae5b-12f6-4934-9592-9b27acc827f8,"The Census Tract Boundary Files portray the census tract boundaries for which 2006 Census data are disseminated. Census tracts are small, relatively stable geographic areas that usually have a population of 2,500 to 8,000. They are located in census metropolitan areas and in census agglomerations with an urban core population of 50,000 or more in the previous census. The files contain the boundaries of all 5,076 census tracts located within the 33 census metropolitan areas and 15 census agglomerations which are part of the Census Tract Program.  

Source: Statistics Canada, Census tracts, 2016. Reproduced and distributed on an ""as is"" basis with the permission of Statistics Canada.",539aae5b-12f6-4934-9592-9b27acc827f8,be767db6-0d4e-4906-a89b-564637f14db9,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_TRACTS_SVW/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.adm_container_trucking_zns_sp,container-trucking-zones,https://catalogue.data.gov.bc.ca/dataset/295fcc69-f0cf-4ae1-a2e1-319c8d52ced2,"Container Trucking Zones provides boundaries and corresponding rate information in Canadian dollars for licensed on and off dock container moves. 

***The map shown on this webpage is intended for use as general information only, and is not intended to supplant or interpret the provisions of any Rate Order of the Commissioner, or of any of the provisions of the Container Trucking Act (SBC 2014, c. 28) or the Container Trucking Regulation.***",295fcc69-f0cf-4ae1-a2e1-319c8d52ced2,47245709-c3e0-4328-b42c-12cf00214508,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.ADM_CONTAINER_TRUCKING_ZNS_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.sii_landsat_acqs_date_area_svw,landsat-image-catalogue-acquisition-dates-spatial-view-sii,https://catalogue.data.gov.bc.ca/dataset/b44eb258-a8da-40f4-86f9-b9411bae41bc,Polygons containing the date of capture of the Landsat images used to create the first version of the Baseline Thematic Mapping v1 (BTM1). This spatial view is only meaningful in conjunction with the satellite images or the BTM data derived from the satellite images. The images were captured from 1990 to 1997,b44eb258-a8da-40f4-86f9-b9411bae41bc,e4210a3d-2b42-4f3a-9f45-7a2042a9dc69,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.SII_LANDSAT_ACQS_DATE_AREA_SVW/ows?service=WMS&request=GetCapabilities
whse_basemapping.fwa_coastlines_sp,freshwater-atlas-coastlines,https://catalogue.data.gov.bc.ca/dataset/87b1d6a7-d4d1-4c25-a879-233becdbffed,"Linear coastlines of BC, including mainland and marine islands.  Lines are directionalized and connected.  Attributes include a hierarchical key and route identifier",87b1d6a7-d4d1-4c25-a879-233becdbffed,fa668984-8ffa-452b-891a-54e3c76166b5,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.FWA_COASTLINES_SP/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_cd_hshld_income_sv,household-income-summaries-for-bc-census-divisions-current-census,https://catalogue.data.gov.bc.ca/dataset/50fccff8-1dc8-4347-962a-a12282f01364,"Percentage population aged 15 years and over in private households with employment income (%) - 100% data .
Median income for private households by household size - 100% data.
Household total income groups for private households - 100% data.",50fccff8-1dc8-4347-962a-a12282f01364,6022b196-1061-4d4a-b1f7-0d16a6b05c86,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_HSHLD_INCOME_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_csd_hshld_income_sv,household-income-summaries-for-bc-census-subdivisions-current-census,https://catalogue.data.gov.bc.ca/dataset/b0c34854-dc59-442c-8c13-ca9ea59df14d,"Percentage population aged 15 years and over in private households with employment income (%) - 100% data.
Median income for private households by household size - 100% data.
Household total income groups for private households - 100% data",b0c34854-dc59-442c-8c13-ca9ea59df14d,f89bc0b1-d4dc-4ac9-a59d-9c7b4ed31ff7,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CSD_HSHLD_INCOME_SV/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.abms_lgl_admin_area_locs_svw,legally-defined-administrative-areas-of-bc-boundary-locations,https://catalogue.data.gov.bc.ca/dataset/e50b6560-0549-41a6-8035-6b828066692e,"These point locations were determined from metes and bounds descriptions as written in Letters Patent for the following administrative boundaries:

* Province of BC	

* Regional Districts

* Municipalities

* Electoral Areas

* Islands Trust

* Local Trust Areas

Point locations often represent the beginning or end of a segment defined by a metes and bounds descriptor. Point locations may also represent the intersection of two boundary line segments if it is not a surveyed point (e.g., the boundary switches from following height of land to the centerline of a river).

A complimentary polygonal dataset that defines the administrative areas is also available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc).

Individual datasets are also available from the following records:

https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc
https://catalogue.data.gov.bc.ca/dataset/electoral-areas-legally-defined-administrative-areas-of-bc
https://catalogue.data.gov.bc.ca/dataset/regional-districts-legally-defined-administrative-areas-of-bc
https://catalogue.data.gov.bc.ca/dataset/province-of-british-columbia-legally-defined-administrative-areas-of-bc
https://catalogue.data.gov.bc.ca/dataset/islands-trust-legally-defined-administrative-areas-of-bc
https://catalogue.data.gov.bc.ca/dataset/local-trust-areas-legally-defined-administrative-areas-of-bc",e50b6560-0549-41a6-8035-6b828066692e,2a0079d4-13e7-41df-93e8-2bef8ff42f58,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_LGL_ADMIN_AREA_LOCS_SVW/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.abms_province_sp,province-of-british-columbia-legally-defined-administrative-areas-of-bc,https://catalogue.data.gov.bc.ca/dataset/a7e32e45-63ae-4f5a-9275-9402b6deebdc,"This polygon representing the __Province of British Columbia__ was derived from a variety of sources with variable accuracy (e.g. transformed coordinates, old and current representations of natural boundaries, historic surveys, etc.).

This boundary may be updated periodically, as more accurate data becomes available.

A polygon dataset that includes all of the administrative areas currently in the __Administrative Boundaries Management System (ABMS)__ is available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc).

A complimentary point dataset that defines the administrative areas is also available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc-boundary-locations).

Other individual datasets are available from the following records:

https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/regional-districts-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/electoral-areas-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/islands-trust-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/local-trust-areas-legally-defined-administrative-areas-of-bc
",a7e32e45-63ae-4f5a-9275-9402b6deebdc,0e1b845d-a2cc-4303-abdc-a98b6aeb4979,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_PROVINCE_SP/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.abms_islands_trust_sp,islands-trust-legally-defined-administrative-areas-of-bc,https://catalogue.data.gov.bc.ca/dataset/df3f5a9f-2dc0-4b9e-b593-fc205933e32d,"A legally defined __Islands Trust__ polygon was drawn from metes and bounds descriptions as written in Letters Patent for the Islands Trust in the province of British Columbia.

A polygon dataset that includes all of the administrative areas currently in the __Administrative Boundaries Management System (ABMS)__ is available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc).

A complimentary point dataset that defines the administrative areas is also available available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc-boundary-locations).


Other individual datasets are available from the following records:

https://catalogue.data.gov.bc.ca/dataset/local-trust-areas-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/regional-districts-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/electoral-areas-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/province-of-british-columbia-legally-defined-administrative-areas-of-bc
  ",df3f5a9f-2dc0-4b9e-b593-fc205933e32d,5196bf9f-f9e7-4171-8ff2-de0f81f862dd,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_ISLANDS_TRUST_SP/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.abms_sechelt_igd_sp,sechelt-indian-government-district-legally-defined-administrative-areas-of-bc,https://catalogue.data.gov.bc.ca/dataset/ce90ece5-bd75-476e-8bad-b17218782e48,"The __Sechelt Indian Government District__ contains legally defined areas of land within the Province of British Columbia over which the Sechelt Indian Band exercises self-government, including the administration of resources and services available to its members, as described in the Sechelt Indian Band Self-Government Act of 1986. This spatial layer contains multipart features.

The source data for the geometry of the parcels was the federal ""GeoBase - Aboriginal Lands"" dataset, available under OGL - Canada. Parcels were adjusted to match provincial base mapping features, following the metes and bounds descriptions in the Letters Patent.

A polygon dataset that includes all of the administrative areas currently in the __Administrative Boundaries Management System (ABMS)__ is available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc).

A complimentary point dataset that defines the administrative areas is also available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc-boundary-locations).

The SECHELT INDIAN GOVERNMENT DISTRICT ENABLING ACT, [RSBC 1996] CHAPTER 416 is available [here.](http://www.bclaws.ca/civix/document/id/complete/statreg/96416_01)

Other individual datasets are available from the following records:

https://catalogue.data.gov.bc.ca/dataset/province-of-british-columbia-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/regional-districts-legally-defined-administrative-areas-of-bc
 
https://catalogue.data.gov.bc.ca/dataset/electoral-areas-legally-defined-administrative-areas-of-bc
 
https://catalogue.data.gov.bc.ca/dataset/islands-trust-legally-defined-administrative-areas-of-bc
 
https://catalogue.data.gov.bc.ca/dataset/local-trust-areas-legally-defined-administrative-areas-of-bc
",ce90ece5-bd75-476e-8bad-b17218782e48,e903141b-51a2-43ba-b318-a090ccd1fc64,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_SECHELT_IGD_SP/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.abms_counties_sp,counties-of-british-columbia-legally-defined-administrative-areas-of-bc,https://catalogue.data.gov.bc.ca/dataset/f1bbe703-5958-4d93-a884-a94dc4dfb34b,"The __Counties of British Columbia__ contains areas of land within the Province of British Columbia representing legally defined administrative areas described in the County Boundary Act. The purpose of this division is for the administration of justice.

The counties were delineated using provincial base mapping features, following the metes and bounds descriptions in the Letters Patent.

A polygon dataset that includes all of the administrative areas currently in the __Administrative Boundaries Management System (ABMS)__ is available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc).

A complimentary point dataset that defines the administrative areas is also available [here](https://catalogue.data.gov.bc.ca/dataset/legally-defined-administrative-areas-of-bc-boundary-locations).

The Legal document which divides the province of British Columbia into counties is available [here](http://www.bclaws.ca/civix/document/id/complete/statreg/96075_01).

Other individual datasets are available from the following records:

https://catalogue.data.gov.bc.ca/dataset/province-of-british-columbia-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/municipalities-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/regional-districts-legally-defined-administrative-areas-of-bc

https://catalogue.data.gov.bc.ca/dataset/electoral-areas-legally-defined-administrative-areas-of-bc 

https://catalogue.data.gov.bc.ca/dataset/islands-trust-legally-defined-administrative-areas-of-bc  

https://catalogue.data.gov.bc.ca/dataset/local-trust-areas-legally-defined-administrative-areas-of-bc
 
https://catalogue.data.gov.bc.ca/dataset/sechelt-indian-government-district-legally-defined-administrative-areas-of-bc 
",f1bbe703-5958-4d93-a884-a94dc4dfb34b,025fe747-ff4c-4765-a970-73f4756285ea,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ABMS_COUNTIES_SP/ows?service=WMS&request=GetCapabilities
